Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country,Amount (IND),Category_Risk Score,Category_Amt (IND),
TX0000006974,UAE,121339,Offshore Transfer,10/18/13 13:00,Person_5605,Real Estate,UK,TRUE,Legal,3,8,Bank_453,Panama,10799171,Less Risk,Large Transaction,
TX0000006975,USA,186459,Cash Withdrawal,10/18/13 14:00,Person_854,Construction,Switzerland,FALSE,Illegal,10,4,Bank_105,Bahamas,16594851,Large Risk,Large Transaction,
TX0000006976,South Africa,3780550,Stocks Transfer,10/18/13 15:00,Person_7220,Finance,Singapore,FALSE,Illegal,3,2,Bank_39,Switzerland,336468950,Less Risk,Large Transaction,
TX0000006977,UAE,575942,Property Purchase,10/18/13 16:00,Person_7202,Construction,Brazil,FALSE,Legal,5,2,Bank_367,Luxembourg,51258838,Medium Risk,Large Transaction,
TX0000006978,Singapore,3227707,Property Purchase,10/18/13 17:00,Person_7489,Finance,Switzerland,FALSE,Illegal,2,3,Bank_266,Bahamas,287265923,Less Risk,Large Transaction,
TX0000006979,Russia,1199467,Offshore Transfer,10/18/13 18:00,Person_8403,Arms Trade,UAE,TRUE,Illegal,9,8,Bank_137,Switzerland,106752563,Large Risk,Large Transaction,
TX0000006980,Switzerland,2799203,Stocks Transfer,10/18/13 19:00,Person_1771,Construction,Brazil,TRUE,Legal,9,2,Bank_492,Singapore,249129067,Large Risk,Large Transaction,
TX0000006981,Brazil,916774,Offshore Transfer,10/18/13 20:00,Person_5059,Oil & Gas,USA,FALSE,Illegal,9,9,Bank_387,Switzerland,81592886,Large Risk,Large Transaction,
TX0000006982,Russia,3167938,Offshore Transfer,10/18/13 21:00,Person_5423,Luxury Goods,Brazil,TRUE,Illegal,10,7,Bank_85,Cayman Islands,281946482,Large Risk,Large Transaction,
TX0000006983,India,2435331,Offshore Transfer,10/18/13 22:00,Person_9938,Casinos,Brazil,FALSE,Illegal,4,0,Bank_228,Cayman Islands,216744459,Less Risk,Large Transaction,
TX0000006984,UK,1243444,Offshore Transfer,10/18/13 23:00,Person_5117,Luxury Goods,Singapore,FALSE,Legal,3,8,Bank_101,Bahamas,110666516,Less Risk,Large Transaction,
TX0000006985,Brazil,2887176,Cryptocurrency,10/19/13 0:00,Person_2703,Luxury Goods,UAE,FALSE,Legal,1,3,Bank_455,Bahamas,256958664,Less Risk,Large Transaction,
TX0000006986,Russia,955903,Property Purchase,10/19/13 1:00,Person_9405,Finance,Singapore,TRUE,Illegal,9,6,Bank_378,Switzerland,85075367,Large Risk,Large Transaction,
TX0000006987,Brazil,3542425,Offshore Transfer,10/19/13 2:00,Person_9726,Arms Trade,Brazil,FALSE,Illegal,9,2,Bank_75,Luxembourg,315275825,Large Risk,Large Transaction,
TX0000006988,UK,1702861,Cash Withdrawal,10/19/13 3:00,Person_5153,Construction,Switzerland,FALSE,Illegal,2,5,Bank_429,Cayman Islands,151554629,Less Risk,Large Transaction,
TX0000006989,Singapore,499960,Cash Withdrawal,10/19/13 4:00,Person_1038,Arms Trade,China,FALSE,Legal,6,9,Bank_16,Panama,44496440,Medium Risk,Large Transaction,
TX0000006990,China,1167208,Cryptocurrency,10/19/13 5:00,Person_615,Arms Trade,China,FALSE,Illegal,7,9,Bank_38,Panama,103881512,Medium Risk,Large Transaction,
TX0000006991,South Africa,3632922,Stocks Transfer,10/19/13 6:00,Person_3355,Real Estate,USA,FALSE,Illegal,7,1,Bank_14,Switzerland,323330058,Medium Risk,Large Transaction,
TX0000006992,Singapore,1433297,Property Purchase,10/19/13 7:00,Person_7666,Arms Trade,USA,FALSE,Illegal,8,0,Bank_157,Switzerland,127563433,Medium Risk,Large Transaction,
TX0000006993,Singapore,547154,Offshore Transfer,10/19/13 8:00,Person_3704,Construction,China,TRUE,Illegal,1,3,Bank_168,Bahamas,48696706,Less Risk,Large Transaction,
TX0000006994,Brazil,3290488,Stocks Transfer,10/19/13 9:00,Person_97,Finance,Russia,FALSE,Illegal,7,4,Bank_41,Cayman Islands,292853432,Medium Risk,Large Transaction,
TX0000006995,India,3082091,Offshore Transfer,10/19/13 10:00,Person_1463,Oil & Gas,Brazil,FALSE,Illegal,4,3,Bank_151,Bahamas,274306099,Less Risk,Large Transaction,
TX0000006996,China,4150129,Stocks Transfer,10/19/13 11:00,Person_5186,Casinos,Singapore,FALSE,Legal,1,2,Bank_438,Luxembourg,369361481,Less Risk,Large Transaction,
TX0000006997,UK,255876,Cash Withdrawal,10/19/13 12:00,Person_6163,Construction,South Africa,FALSE,Illegal,6,0,Bank_327,Luxembourg,22772964,Medium Risk,Large Transaction,
TX0000006998,Singapore,3687304,Stocks Transfer,10/19/13 13:00,Person_7328,Real Estate,UK,FALSE,Legal,9,5,Bank_287,Luxembourg,328170056,Large Risk,Large Transaction,
TX0000006999,China,4186720,Cryptocurrency,10/19/13 14:00,Person_3388,Real Estate,USA,FALSE,Legal,9,9,Bank_278,Bahamas,372618080,Large Risk,Large Transaction,
TX0000007000,China,1113626,Stocks Transfer,10/19/13 15:00,Person_7633,Finance,South Africa,FALSE,Illegal,5,7,Bank_70,Singapore,99112714,Medium Risk,Large Transaction,
TX0000007001,India,1485581,Cryptocurrency,10/19/13 16:00,Person_7023,Casinos,South Africa,FALSE,Illegal,9,7,Bank_455,Switzerland,132216709,Large Risk,Large Transaction,
TX0000007002,UAE,3508006,Stocks Transfer,10/19/13 17:00,Person_869,Casinos,South Africa,TRUE,Illegal,5,6,Bank_172,Singapore,312212534,Medium Risk,Large Transaction,
TX0000007003,Brazil,124595,Stocks Transfer,10/19/13 18:00,Person_2710,Real Estate,Brazil,FALSE,Illegal,2,4,Bank_315,Bahamas,11088955,Less Risk,Large Transaction,
TX0000007004,China,2127374,Cryptocurrency,10/19/13 19:00,Person_9827,Construction,Russia,FALSE,Illegal,3,1,Bank_124,Cayman Islands,189336286,Less Risk,Large Transaction,
TX0000007005,USA,4621080,Cryptocurrency,10/19/13 20:00,Person_1625,Construction,Brazil,FALSE,Legal,3,0,Bank_440,Singapore,411276120,Less Risk,Large Transaction,
TX0000007006,USA,2172709,Property Purchase,10/19/13 21:00,Person_7436,Luxury Goods,UK,FALSE,Illegal,9,9,Bank_427,Singapore,193371101,Large Risk,Large Transaction,
TX0000007007,South Africa,1362366,Cash Withdrawal,10/19/13 22:00,Person_3831,Arms Trade,Switzerland,FALSE,Legal,6,0,Bank_416,Bahamas,121250574,Medium Risk,Large Transaction,
TX0000007008,UAE,1876890,Property Purchase,10/19/13 23:00,Person_7861,Oil & Gas,China,FALSE,Illegal,7,2,Bank_475,Cayman Islands,167043210,Medium Risk,Large Transaction,
TX0000007009,Brazil,3353535,Property Purchase,10/20/13 0:00,Person_1128,Casinos,Russia,FALSE,Illegal,5,4,Bank_313,Bahamas,298464615,Medium Risk,Large Transaction,
TX0000007010,India,2162550,Offshore Transfer,10/20/13 1:00,Person_4869,Casinos,UK,TRUE,Legal,4,7,Bank_124,Cayman Islands,192466950,Less Risk,Large Transaction,
TX0000007011,South Africa,1013872,Offshore Transfer,10/20/13 2:00,Person_7831,Real Estate,Russia,FALSE,Illegal,2,2,Bank_485,Bahamas,90234608,Less Risk,Large Transaction,
TX0000007012,Russia,1662968,Cryptocurrency,10/20/13 3:00,Person_2938,Casinos,USA,FALSE,Illegal,1,6,Bank_430,Bahamas,148004152,Less Risk,Large Transaction,
TX0000007013,USA,1025987,Stocks Transfer,10/20/13 4:00,Person_6057,Real Estate,USA,TRUE,Legal,4,3,Bank_396,Singapore,91312843,Less Risk,Large Transaction,
TX0000007014,UAE,1869049,Cash Withdrawal,10/20/13 5:00,Person_5834,Finance,Russia,TRUE,Illegal,10,6,Bank_96,Bahamas,166345361,Large Risk,Large Transaction,
TX0000007015,Singapore,743644,Cryptocurrency,10/20/13 6:00,Person_2625,Real Estate,Russia,FALSE,Illegal,7,5,Bank_471,Panama,66184316,Medium Risk,Large Transaction,
TX0000007016,USA,4677518,Cash Withdrawal,10/20/13 7:00,Person_5662,Finance,India,TRUE,Illegal,3,3,Bank_129,Switzerland,416299102,Less Risk,Large Transaction,
TX0000007017,China,4085275,Stocks Transfer,10/20/13 8:00,Person_4075,Oil & Gas,USA,FALSE,Illegal,4,2,Bank_145,Switzerland,363589475,Less Risk,Large Transaction,
TX0000007018,China,4365586,Offshore Transfer,10/20/13 9:00,Person_3226,Oil & Gas,USA,TRUE,Illegal,1,6,Bank_385,Singapore,388537154,Less Risk,Large Transaction,
TX0000007019,South Africa,2382362,Cryptocurrency,10/20/13 10:00,Person_6372,Arms Trade,UAE,FALSE,Illegal,5,7,Bank_198,Switzerland,212030218,Medium Risk,Large Transaction,
TX0000007020,South Africa,714427,Cryptocurrency,10/20/13 11:00,Person_5485,Construction,UK,FALSE,Legal,6,0,Bank_456,Cayman Islands,63584003,Medium Risk,Large Transaction,
TX0000007021,Russia,4626778,Stocks Transfer,10/20/13 12:00,Person_2244,Real Estate,Singapore,FALSE,Legal,1,6,Bank_51,Switzerland,411783242,Less Risk,Large Transaction,
TX0000007022,India,3807233,Stocks Transfer,10/20/13 13:00,Person_7567,Arms Trade,Switzerland,TRUE,Legal,6,2,Bank_449,Switzerland,338843737,Medium Risk,Large Transaction,
TX0000007023,China,4527824,Stocks Transfer,10/20/13 14:00,Person_692,Arms Trade,India,FALSE,Illegal,2,6,Bank_123,Bahamas,402976336,Less Risk,Large Transaction,
TX0000007024,China,2372289,Stocks Transfer,10/20/13 15:00,Person_131,Luxury Goods,India,TRUE,Illegal,1,9,Bank_381,Panama,211133721,Less Risk,Large Transaction,
TX0000007025,South Africa,4961836,Cash Withdrawal,10/20/13 16:00,Person_3887,Finance,Switzerland,FALSE,Illegal,5,4,Bank_20,Panama,441603404,Medium Risk,Large Transaction,
TX0000007026,USA,2672416,Offshore Transfer,10/20/13 17:00,Person_4212,Construction,UK,FALSE,Legal,8,9,Bank_45,Panama,237845024,Medium Risk,Large Transaction,
TX0000007027,India,3107895,Cryptocurrency,10/20/13 18:00,Person_4691,Construction,China,FALSE,Illegal,2,0,Bank_336,Luxembourg,276602655,Less Risk,Large Transaction,
TX0000007028,Brazil,4481274,Offshore Transfer,10/20/13 19:00,Person_3310,Casinos,UAE,FALSE,Legal,10,1,Bank_357,Switzerland,398833386,Large Risk,Large Transaction,
TX0000007029,China,468408,Stocks Transfer,10/20/13 20:00,Person_2743,Real Estate,UAE,FALSE,Illegal,5,1,Bank_489,Panama,41688312,Medium Risk,Large Transaction,
TX0000007030,USA,678366,Cash Withdrawal,10/20/13 21:00,Person_2117,Luxury Goods,South Africa,FALSE,Legal,4,3,Bank_116,Singapore,60374574,Less Risk,Large Transaction,
TX0000007031,UAE,2598615,Stocks Transfer,10/20/13 22:00,Person_5210,Finance,UK,FALSE,Illegal,8,8,Bank_254,Singapore,231276735,Medium Risk,Large Transaction,
TX0000007032,China,3334198,Stocks Transfer,10/20/13 23:00,Person_654,Oil & Gas,Brazil,FALSE,Legal,1,3,Bank_73,Bahamas,296743622,Less Risk,Large Transaction,
TX0000007033,UAE,4988215,Cryptocurrency,10/21/13 0:00,Person_6683,Finance,USA,FALSE,Legal,2,3,Bank_416,Bahamas,443951135,Less Risk,Large Transaction,
TX0000007034,UK,2390351,Cash Withdrawal,10/21/13 1:00,Person_1484,Luxury Goods,Singapore,FALSE,Illegal,9,2,Bank_136,Cayman Islands,212741239,Large Risk,Large Transaction,
TX0000007035,China,4474965,Stocks Transfer,10/21/13 2:00,Person_7462,Finance,UAE,FALSE,Legal,4,5,Bank_244,Cayman Islands,398271885,Less Risk,Large Transaction,
TX0000007036,China,1061871,Stocks Transfer,10/21/13 3:00,Person_7015,Arms Trade,India,FALSE,Illegal,3,0,Bank_107,Singapore,94506519,Less Risk,Large Transaction,
TX0000007037,UAE,3662909,Stocks Transfer,10/21/13 4:00,Person_5747,Finance,USA,FALSE,Illegal,7,9,Bank_201,Bahamas,325998901,Medium Risk,Large Transaction,
TX0000007038,South Africa,2705948,Offshore Transfer,10/21/13 5:00,Person_6832,Construction,Singapore,FALSE,Legal,5,0,Bank_340,Panama,240829372,Medium Risk,Large Transaction,
TX0000007039,Russia,835548,Cryptocurrency,10/21/13 6:00,Person_7519,Real Estate,USA,FALSE,Illegal,3,7,Bank_463,Singapore,74363772,Less Risk,Large Transaction,
TX0000007040,UK,4874560,Offshore Transfer,10/21/13 7:00,Person_1157,Construction,UK,FALSE,Legal,7,4,Bank_161,Singapore,433835840,Medium Risk,Large Transaction,
TX0000007041,Brazil,861380,Property Purchase,10/21/13 8:00,Person_3140,Real Estate,USA,TRUE,Illegal,6,9,Bank_32,Luxembourg,76662820,Medium Risk,Large Transaction,
TX0000007042,Singapore,4263616,Stocks Transfer,10/21/13 9:00,Person_8513,Casinos,Switzerland,FALSE,Illegal,1,5,Bank_28,Switzerland,379461824,Less Risk,Large Transaction,
TX0000007043,UK,2340155,Cash Withdrawal,10/21/13 10:00,Person_253,Oil & Gas,China,FALSE,Illegal,2,4,Bank_275,Luxembourg,208273795,Less Risk,Large Transaction,
TX0000007044,Russia,2569384,Property Purchase,10/21/13 11:00,Person_137,Casinos,USA,TRUE,Legal,7,3,Bank_462,Panama,228675176,Medium Risk,Large Transaction,
TX0000007045,India,2770698,Cash Withdrawal,10/21/13 12:00,Person_7944,Oil & Gas,Singapore,FALSE,Illegal,4,8,Bank_101,Panama,246592122,Less Risk,Large Transaction,
TX0000007046,UAE,54617,Cash Withdrawal,10/21/13 13:00,Person_9926,Arms Trade,India,FALSE,Legal,4,8,Bank_246,Luxembourg,4860913,Less Risk,Medium Transaction,
TX0000007047,South Africa,1949836,Cryptocurrency,10/21/13 14:00,Person_6158,Oil & Gas,UAE,FALSE,Illegal,6,5,Bank_204,Bahamas,173535404,Medium Risk,Large Transaction,
TX0000007048,UAE,4959943,Stocks Transfer,10/21/13 15:00,Person_6445,Real Estate,USA,FALSE,Illegal,7,8,Bank_11,Singapore,441434927,Medium Risk,Large Transaction,
TX0000007049,China,4360058,Cryptocurrency,10/21/13 16:00,Person_2086,Real Estate,Singapore,FALSE,Illegal,7,4,Bank_283,Switzerland,388045162,Medium Risk,Large Transaction,
TX0000007050,Russia,2081754,Cash Withdrawal,10/21/13 17:00,Person_7431,Real Estate,Singapore,FALSE,Illegal,1,2,Bank_154,Singapore,185276106,Less Risk,Large Transaction,
TX0000007051,Switzerland,3429769,Stocks Transfer,10/21/13 18:00,Person_6131,Casinos,India,FALSE,Illegal,2,6,Bank_129,Switzerland,305249441,Less Risk,Large Transaction,
TX0000007052,USA,4503065,Cryptocurrency,10/21/13 19:00,Person_4056,Finance,Singapore,TRUE,Illegal,2,5,Bank_95,Panama,400772785,Less Risk,Large Transaction,
TX0000007053,South Africa,198304,Stocks Transfer,10/21/13 20:00,Person_3834,Arms Trade,UK,FALSE,Legal,1,9,Bank_350,Cayman Islands,17649056,Less Risk,Large Transaction,
TX0000007054,Brazil,701837,Cryptocurrency,10/21/13 21:00,Person_366,Real Estate,Brazil,FALSE,Legal,5,2,Bank_456,Cayman Islands,62463493,Medium Risk,Large Transaction,
TX0000007055,Russia,905884,Stocks Transfer,10/21/13 22:00,Person_3070,Finance,China,TRUE,Legal,7,3,Bank_425,Singapore,80623676,Medium Risk,Large Transaction,
TX0000007056,India,2456752,Stocks Transfer,10/21/13 23:00,Person_7672,Real Estate,Singapore,FALSE,Legal,1,9,Bank_252,Cayman Islands,218650928,Less Risk,Large Transaction,
TX0000007057,USA,733498,Stocks Transfer,10/22/13 0:00,Person_2605,Construction,China,FALSE,Illegal,9,3,Bank_211,Singapore,65281322,Large Risk,Large Transaction,
TX0000007058,UK,256006,Cryptocurrency,10/22/13 1:00,Person_9191,Construction,Switzerland,FALSE,Illegal,9,2,Bank_4,Cayman Islands,22784534,Large Risk,Large Transaction,
TX0000007059,South Africa,1837436,Property Purchase,10/22/13 2:00,Person_3721,Finance,South Africa,FALSE,Illegal,6,5,Bank_439,Switzerland,163531804,Medium Risk,Large Transaction,
TX0000007060,UK,2068956,Property Purchase,10/22/13 3:00,Person_3850,Real Estate,Switzerland,FALSE,Legal,10,2,Bank_282,Singapore,184137084,Large Risk,Large Transaction,
TX0000007061,Russia,3659713,Stocks Transfer,10/22/13 4:00,Person_6577,Finance,UAE,FALSE,Illegal,5,8,Bank_396,Singapore,325714457,Medium Risk,Large Transaction,
TX0000007062,South Africa,542247,Offshore Transfer,10/22/13 5:00,Person_7957,Finance,Brazil,FALSE,Illegal,10,5,Bank_407,Singapore,48259983,Large Risk,Large Transaction,
TX0000007063,Brazil,4936128,Stocks Transfer,10/22/13 6:00,Person_953,Real Estate,South Africa,FALSE,Illegal,9,5,Bank_189,Bahamas,439315392,Large Risk,Large Transaction,
TX0000007064,USA,434005,Offshore Transfer,10/22/13 7:00,Person_2592,Finance,India,FALSE,Illegal,6,4,Bank_411,Bahamas,38626445,Medium Risk,Large Transaction,
TX0000007065,Switzerland,3794436,Stocks Transfer,10/22/13 8:00,Person_2689,Construction,Russia,FALSE,Legal,3,2,Bank_184,Cayman Islands,337704804,Less Risk,Large Transaction,
TX0000007066,Russia,2455099,Cryptocurrency,10/22/13 9:00,Person_4567,Luxury Goods,South Africa,FALSE,Illegal,5,5,Bank_109,Switzerland,218503811,Medium Risk,Large Transaction,
TX0000007067,Brazil,4225019,Property Purchase,10/22/13 10:00,Person_4988,Real Estate,India,FALSE,Illegal,4,4,Bank_12,Singapore,376026691,Less Risk,Large Transaction,
TX0000007068,Russia,2559244,Stocks Transfer,10/22/13 11:00,Person_6160,Arms Trade,Brazil,FALSE,Illegal,8,3,Bank_149,Singapore,227772716,Medium Risk,Large Transaction,
TX0000007069,USA,1283535,Cryptocurrency,10/22/13 12:00,Person_3443,Luxury Goods,USA,FALSE,Illegal,8,0,Bank_168,Cayman Islands,114234615,Medium Risk,Large Transaction,
TX0000007070,UK,3342324,Cash Withdrawal,10/22/13 13:00,Person_9023,Construction,UAE,FALSE,Illegal,6,5,Bank_400,Panama,297466836,Medium Risk,Large Transaction,
TX0000007071,South Africa,3897731,Cryptocurrency,10/22/13 14:00,Person_139,Luxury Goods,South Africa,FALSE,Legal,6,5,Bank_180,Cayman Islands,346898059,Medium Risk,Large Transaction,
TX0000007072,Russia,1518187,Stocks Transfer,10/22/13 15:00,Person_7882,Luxury Goods,Russia,FALSE,Illegal,6,0,Bank_21,Singapore,135118643,Medium Risk,Large Transaction,
TX0000007073,Singapore,1795497,Stocks Transfer,10/22/13 16:00,Person_3990,Oil & Gas,South Africa,FALSE,Illegal,8,6,Bank_314,Luxembourg,159799233,Medium Risk,Large Transaction,
TX0000007074,UK,3339467,Stocks Transfer,10/22/13 17:00,Person_5020,Oil & Gas,Switzerland,FALSE,Legal,5,0,Bank_159,Singapore,297212563,Medium Risk,Large Transaction,
TX0000007075,Brazil,3195366,Offshore Transfer,10/22/13 18:00,Person_610,Real Estate,Russia,FALSE,Illegal,4,3,Bank_496,Bahamas,284387574,Less Risk,Large Transaction,
TX0000007076,South Africa,4461430,Cash Withdrawal,10/22/13 19:00,Person_9214,Casinos,Brazil,FALSE,Illegal,1,6,Bank_5,Panama,397067270,Less Risk,Large Transaction,
TX0000007077,China,3546205,Cash Withdrawal,10/22/13 20:00,Person_7074,Finance,Switzerland,FALSE,Illegal,5,9,Bank_37,Singapore,315612245,Medium Risk,Large Transaction,
TX0000007078,UAE,4600123,Cryptocurrency,10/22/13 21:00,Person_6199,Casinos,Brazil,FALSE,Illegal,2,0,Bank_405,Bahamas,409410947,Less Risk,Large Transaction,
TX0000007079,Brazil,515964,Property Purchase,10/22/13 22:00,Person_1662,Construction,Russia,FALSE,Illegal,5,5,Bank_481,Panama,45920796,Medium Risk,Large Transaction,
TX0000007080,Brazil,2513335,Cash Withdrawal,10/22/13 23:00,Person_9605,Construction,UAE,FALSE,Legal,5,7,Bank_227,Luxembourg,223686815,Medium Risk,Large Transaction,
TX0000007081,USA,4927620,Cryptocurrency,10/23/13 0:00,Person_5439,Luxury Goods,Brazil,FALSE,Illegal,7,6,Bank_98,Singapore,438558180,Medium Risk,Large Transaction,
TX0000007082,UK,370137,Cryptocurrency,10/23/13 1:00,Person_9791,Construction,Russia,FALSE,Legal,9,2,Bank_383,Switzerland,32942193,Large Risk,Large Transaction,
TX0000007083,Russia,1936446,Stocks Transfer,10/23/13 2:00,Person_4853,Arms Trade,Singapore,FALSE,Illegal,2,3,Bank_315,Cayman Islands,172343694,Less Risk,Large Transaction,
TX0000007084,USA,4729448,Stocks Transfer,10/23/13 3:00,Person_2760,Luxury Goods,India,FALSE,Illegal,9,3,Bank_458,Luxembourg,420920872,Large Risk,Large Transaction,
TX0000007085,China,1994555,Property Purchase,10/23/13 4:00,Person_1036,Real Estate,USA,FALSE,Illegal,2,6,Bank_378,Cayman Islands,177515395,Less Risk,Large Transaction,
TX0000007086,South Africa,4715033,Stocks Transfer,10/23/13 5:00,Person_5453,Oil & Gas,South Africa,FALSE,Illegal,3,4,Bank_351,Bahamas,419637937,Less Risk,Large Transaction,
TX0000007087,India,2377542,Stocks Transfer,10/23/13 6:00,Person_6876,Construction,Singapore,FALSE,Illegal,1,4,Bank_216,Cayman Islands,211601238,Less Risk,Large Transaction,
TX0000007088,India,3249900,Offshore Transfer,10/23/13 7:00,Person_5789,Finance,Singapore,FALSE,Illegal,7,3,Bank_5,Luxembourg,289241100,Medium Risk,Large Transaction,
TX0000007089,Russia,3628646,Cryptocurrency,10/23/13 8:00,Person_7696,Finance,South Africa,FALSE,Legal,9,1,Bank_113,Cayman Islands,322949494,Large Risk,Large Transaction,
TX0000007090,USA,3012239,Cryptocurrency,10/23/13 9:00,Person_8787,Luxury Goods,Singapore,FALSE,Illegal,9,0,Bank_451,Panama,268089271,Large Risk,Large Transaction,
TX0000007091,UK,884848,Property Purchase,10/23/13 10:00,Person_1654,Real Estate,Russia,FALSE,Illegal,8,9,Bank_250,Cayman Islands,78751472,Medium Risk,Large Transaction,
TX0000007092,USA,56348,Stocks Transfer,10/23/13 11:00,Person_858,Casinos,Singapore,TRUE,Legal,5,2,Bank_202,Singapore,5014972,Medium Risk,Medium Transaction,
TX0000007093,Singapore,3288120,Cash Withdrawal,10/23/13 12:00,Person_1199,Luxury Goods,India,FALSE,Illegal,8,2,Bank_121,Switzerland,292642680,Medium Risk,Large Transaction,
TX0000007094,Russia,1750687,Cash Withdrawal,10/23/13 13:00,Person_6233,Oil & Gas,Singapore,FALSE,Illegal,6,8,Bank_373,Switzerland,155811143,Medium Risk,Large Transaction,
TX0000007095,India,1056645,Cash Withdrawal,10/23/13 14:00,Person_2775,Luxury Goods,South Africa,FALSE,Legal,9,5,Bank_332,Luxembourg,94041405,Large Risk,Large Transaction,
TX0000007096,Brazil,1956652,Offshore Transfer,10/23/13 15:00,Person_2225,Construction,Switzerland,TRUE,Illegal,8,3,Bank_254,Bahamas,174142028,Medium Risk,Large Transaction,
TX0000007097,USA,1391294,Offshore Transfer,10/23/13 16:00,Person_3771,Casinos,Brazil,FALSE,Illegal,3,9,Bank_445,Singapore,123825166,Less Risk,Large Transaction,
TX0000007098,UK,871335,Cryptocurrency,10/23/13 17:00,Person_1515,Finance,Switzerland,FALSE,Illegal,4,4,Bank_191,Cayman Islands,77548815,Less Risk,Large Transaction,
TX0000007099,India,3016538,Cryptocurrency,10/23/13 18:00,Person_8196,Finance,UK,FALSE,Illegal,5,9,Bank_13,Luxembourg,268471882,Medium Risk,Large Transaction,
TX0000007100,South Africa,3904200,Cryptocurrency,10/23/13 19:00,Person_9251,Luxury Goods,Singapore,FALSE,Illegal,3,1,Bank_471,Luxembourg,347473800,Less Risk,Large Transaction,
TX0000007101,Switzerland,45766,Cash Withdrawal,10/23/13 20:00,Person_5367,Real Estate,Russia,FALSE,Illegal,10,9,Bank_487,Cayman Islands,4073174,Large Risk,Medium Transaction,
TX0000007102,China,1529169,Stocks Transfer,10/23/13 21:00,Person_4922,Luxury Goods,India,FALSE,Illegal,3,7,Bank_140,Luxembourg,136096041,Less Risk,Large Transaction,
TX0000007103,UAE,2521224,Cryptocurrency,10/23/13 22:00,Person_6861,Real Estate,Switzerland,TRUE,Legal,10,5,Bank_218,Bahamas,224388936,Large Risk,Large Transaction,
TX0000007104,India,2659324,Stocks Transfer,10/23/13 23:00,Person_8449,Arms Trade,China,FALSE,Illegal,10,9,Bank_374,Luxembourg,236679836,Large Risk,Large Transaction,
TX0000007105,Russia,2930422,Stocks Transfer,10/24/13 0:00,Person_3441,Finance,Brazil,FALSE,Legal,10,8,Bank_118,Luxembourg,260807558,Large Risk,Large Transaction,
TX0000007106,Russia,1788295,Stocks Transfer,10/24/13 1:00,Person_864,Oil & Gas,UAE,FALSE,Legal,6,8,Bank_23,Bahamas,159158255,Medium Risk,Large Transaction,
TX0000007107,South Africa,1459180,Property Purchase,10/24/13 2:00,Person_9294,Finance,UAE,FALSE,Legal,3,9,Bank_94,Panama,129867020,Less Risk,Large Transaction,
TX0000007108,USA,4291710,Cryptocurrency,10/24/13 3:00,Person_6075,Finance,Switzerland,FALSE,Legal,6,1,Bank_23,Panama,381962190,Medium Risk,Large Transaction,
TX0000007109,UAE,3021201,Stocks Transfer,10/24/13 4:00,Person_1147,Oil & Gas,Switzerland,TRUE,Illegal,1,3,Bank_120,Panama,268886889,Less Risk,Large Transaction,
TX0000007110,South Africa,198242,Property Purchase,10/24/13 5:00,Person_9226,Construction,Brazil,TRUE,Legal,10,2,Bank_250,Singapore,17643538,Large Risk,Large Transaction,
TX0000007111,Russia,633924,Stocks Transfer,10/24/13 6:00,Person_3344,Luxury Goods,China,TRUE,Illegal,10,2,Bank_331,Switzerland,56419236,Large Risk,Large Transaction,
TX0000007112,UAE,4809457,Cryptocurrency,10/24/13 7:00,Person_6473,Real Estate,China,FALSE,Legal,9,1,Bank_70,Bahamas,428041673,Large Risk,Large Transaction,
TX0000007113,China,2635327,Property Purchase,10/24/13 8:00,Person_7541,Luxury Goods,UAE,FALSE,Legal,6,8,Bank_404,Bahamas,234544103,Medium Risk,Large Transaction,
TX0000007114,India,3066167,Cash Withdrawal,10/24/13 9:00,Person_5567,Construction,Russia,FALSE,Legal,1,6,Bank_207,Singapore,272888863,Less Risk,Large Transaction,
TX0000007115,Switzerland,2935501,Cash Withdrawal,10/24/13 10:00,Person_6373,Luxury Goods,China,FALSE,Illegal,7,9,Bank_9,Switzerland,261259589,Medium Risk,Large Transaction,
TX0000007116,China,4666889,Property Purchase,10/24/13 11:00,Person_1752,Luxury Goods,UAE,FALSE,Illegal,9,3,Bank_101,Singapore,415353121,Large Risk,Large Transaction,
TX0000007117,UAE,4632005,Cash Withdrawal,10/24/13 12:00,Person_93,Finance,USA,TRUE,Illegal,7,0,Bank_277,Cayman Islands,412248445,Medium Risk,Large Transaction,
TX0000007118,South Africa,4392737,Cryptocurrency,10/24/13 13:00,Person_5075,Real Estate,Switzerland,FALSE,Illegal,10,9,Bank_349,Panama,390953593,Large Risk,Large Transaction,
TX0000007119,Brazil,1685456,Cash Withdrawal,10/24/13 14:00,Person_1340,Construction,India,FALSE,Illegal,10,9,Bank_174,Switzerland,150005584,Large Risk,Large Transaction,
TX0000007120,South Africa,4268425,Cash Withdrawal,10/24/13 15:00,Person_1319,Construction,India,TRUE,Illegal,10,5,Bank_71,Cayman Islands,379889825,Large Risk,Large Transaction,
TX0000007121,UK,4220095,Offshore Transfer,10/24/13 16:00,Person_9878,Construction,UK,FALSE,Illegal,4,0,Bank_189,Panama,375588455,Less Risk,Large Transaction,
